"
						素质教育做加法 校内外联动减负 	
					",——南宁市打出中小学减负提质“组合拳”,　　“双减”是当下备受关注的教育热点话题。南宁市各中小学结合自身实际，发挥专长，努力打好减负提质这张“特色牌”。　　“双减”政策实施逾100天，南宁市中小学校从校园文化氛围到师生精神面貌，从课堂教学到课后服务，从作业革命到“五项管理”，从学校教育到家校协同，都发生了全方位的可喜变化。　　　　“我们的作业设计除了要有评价反馈功能，更应该有一个正面导向，让孩子们体会到学习的快乐，获得成就感。”　　“通过教育引导和学情分析，让孩子们清晰地把握‘我适合做什么作业’，我们将相应的作业精准地定向推送给学生。”　　……　　11月5日，南宁市第十四中学的老师们开展集体教研活动，探讨在“双减”背景下如何设计与优化作业，做到既能减轻学生作业负担，又能减负不减质。　　“我们对作业管理及质量提升注重一个‘全’字，全面指导所有学校按要求建立作业公示制度、出台作业管理办法、开足国家规定课程，完成率达100%。”市教育局副局长杨捷介绍。　　减负提质，首先从优化作业开始，而坚持“家校共育”则是其中关键环节之一。市教育局倡议学校建立“双减”工作专门协调机制，设立家长学校，使社会、学校、家长形成工作合力，营造提高教学质量的外部环境；举办作业管理工作沙龙，专家、教师、教研员共同就提高作业的科学性、针对性与有效性，现场对话、探讨；探究作业设计与考试评价的有效衔接，落实备教学评一体化。　　　　穿针、引线、裁剪……在滨湖路小学课后托管课程上，同学们跟随老师的指导，专心致志地学习缝制壮族斜挎包。　　“我们的目标是把课后服务做到‘学生喜欢、教师认可、家长满意’。”南宁市滨湖路小学校长谢小燕介绍，课后托管课程包括“学科+”托管课程和兴趣特长托管课程两类。自9月1日启动“5+2”课后服务工作以来，学生参与率约90%。　　如何解决家长下班跟学生放学不同步问题？南宁市严格按照“五项管理”规定要求，统一调整作息时间，推迟早上到校时间，延长下午放学时间，既方便了家长接送学生，又保障了中小学生的睡眠时间。　　此外，南宁市全面推行“托管+拓展”，实现义务教育学校全覆盖。全市义务教育学校应开课后服务数469所，实际开展课后服务469所，学生参与率达83.61%。　　全面推行“5+2”模式，实现有需求的学生全覆盖。全市义务教育学校每周5天开展课后服务，每天2小时，服务时间主要安排在正常上课日的早上、中午和下午课后。课后服务结束时间不早于当地正常下班时间。　　课后服务的开启，激发了学校办学活力，各校积极探寻学生个性化发展的最优配置，促进学生全面健康成长。　 　　“以前每天放学回家写作业到晚上10点，周末还被妈妈安排去参加各种培训班。”市十四中学生严熙程说，现在作业减少了，每天有更多时间和精力去丰富自己的课外生活、跟同学们交流，学习、特长、爱好一样不落。　　“双减”政策落地后，南宁市教育局要求各县（市、区）、开发区教育局指导培训机构妥善处理暂停培训后的遗留问题，包括消课、退课、机构教师分流、机构校区裁撤、机构转制等。印发《落实“双减”精神规范校外培训——南宁市教育局致全市学生家长的一封信》，引导广大学生、家长正确看待校外培训。周末、节假日组织突击检查，防止学科类培训在节假日违规开班开课。　　9—10月，市教育局联合公安、民政、市场、住建、城管、卫健等部门开展为期两个月的专项治理行动，全面检查学科类校外培训机构依法经营、办学场地、人员管理、规范办学、诚信经营、疫情防控等情况，出动联合执法人员675人次，查处培训机构263所。经过两个月扎实有效的工作，我市学科类校外培训治理工作取得了阶段性成效。　　截至10月27日，全市学科类校外培训机构停开（含暂停营业、注销）270家，停开率35.57%，其中压减学科类校外培训机构196家，压减率25.82%。　　（宾艺苑 莫俊）
"
						首府12345热线开通20周年 	
					",本月底前将完成非紧急类热线电话整合实现“一号对外”,　　南宁市12345热线开通20周年历程展暨公众开放日活动近日在市民中心举行，30名公众代表近距离了解热线工作，感受热线发展新变化，检验热线的工作成效。　　公众代表跟随讲解员参观了热线话务中心，听取讲解员介绍热线开通20年来的发展变化。2001年11月11日，南宁市12345政务服务便民热线正式开通。20年来，热线共接听群众有效来电逾218万个，仅今年1月至10月就接听60余万个，热线的服务规模逐步扩大，并从单一电话受理渠道变成电话、网站、微信公众号、新闻媒体客户端等全方位受理平台，提供7×24小时接电服务，设置了营商环境专席、医保专席、公积金专席以及综合坐席。　　为加深群众对话务员工作的了解，热线特邀请两位公众代表跟听话务员接电过程。“您好，这里是南宁市12345热线，请问有什么可以帮您？”在话务员的指导下，两位公众代表戴上耳麦，跟听体验话务员接电。参与电话跟听体验的谭女士表示，话务员需要在短时间内解答群众的问题，业务能力强、服务态度很好，热线与相关职能部门联动效率高。　　南宁市12345热线还组织公众代表召开座谈会，听取公众代表对热线工作发展的意见和建议，共同提升12345热线的服务质量和整体水平。　　据了解，南宁市正在推进政府服务类热线全面整合工作，本月底前将完成非紧急类热线电话整合，切实打通企业发展堵点，解决群众身边难点，消除社会发展痛点，搭建人人能参与的城市发展和社会治理开放平台，最大化发挥南宁市12345热线“一号对外”的政务服务总客服作用，助力首府南宁高质量发展。
"
						我市首个商标品牌指导站建立 	
					", ,　 11月11日，记者从南宁市市场监管局获悉，该局在南宁市个体私营企业协会建立了首个商标品牌指导站，指导帮扶各类市场主体解决商标品牌创造、管理、维权、市场拓展等方面难题，并提供专业的法律服务，助力南宁市各类市场主体在商标品牌领域实现量、质双提升。　　建立商标品牌指导站是市场监管部门推动企业打造知名品牌，丰富优质供给，优化产业结构，培育经济增长新动能的重要举措，有助于引导全市企业提升商标品牌建设能力，提升企业品牌价值，打造国内国际知名品牌；有助于支撑全市重点产业集群商标品牌建设工作，推动开展地理标志运用促进工程，加强对集体商标、证明商标的保护、运用、管理、推广，切实提高供给质量，推动区域经济高质量发展；有助于加快知识产权强国建设需要，深入实施商标品牌战略，积极探索商标品牌创造、运用、保护、管理、推广的新路子，大力提升商标品牌的经济效益和社会效益，推动南宁产品向南宁品牌转变，支撑全市经济高质量发展。　　南宁市个体私营企业协会商标品牌指导站建立后，将发挥公益窗口、宣传阵地、联络平台、专业辅导、数据归集、参谋助手等六个方面作用，为市场主体提供商标事务等相关咨询与辅导，营造培育商标品牌的良好氛围，提高企业商标品牌意识；成为知识产权部门、协会和市场主体“线上”“线下”专业资源沟通的桥梁，并通过建立全市个体私营经济市场主体商标品牌数据库，引导企业打造品牌、规范管理。同时，为南宁市个体私营企业协会会员企业和社会公众提供品牌培育、运用、管理、维权等知识产权一站式服务。
"
						食品安全“十四五”规划专家评审会召开 	
					", ,　　昨日，南宁市食品安全委员会办公室组织召开《南宁市食品安全“十四五”规划》（以下简称《规划》）专家评审会，对《规划》进行评审。　　一直以来，南宁市委、市政府高度重视食品安全工作，将《规划》列入政府专项规划。南宁市食品安全办深刻剖析各县（市、区）食品安全监管短板，赴宾阳县、上林县开展实地调研，并召开座谈会，广泛征集相关意见和建议。同时，向南宁市食品安全委各成员单位三次征求意见，对收集到的30多条意见建议进行采纳吸收，经过近5个月的努力形成了《规划》评审稿。　　评审会上，规划编制组就《规划》作了起草说明。《规划》总结归纳了南宁市“十三五”食品安全工作的主要成就，在研判发展形势的基础上，提出“十四五”时期食品安全工作的指导思想、基本原则、发展目标、重点任务和保障措施。《规划》还提出，“十四五”时期，南宁市食品安全工作要坚持以人民为中心的发展理念，全面落实强首府战略，按照“严”字当头、“安”字兜底、“好”字见效的指导思想，以创建国家食品安全示范城市为抓手，加强从源头到“舌尖”的全程有效监管，构建具有首府特色的全链条、全方位、全领域食品安全监管体系，将南宁市打造成为食品最安全、消费最放心、市民最满意的食品安全城市之一。　　当天，来自自治区市场监管局、广西社会科学院、广西壮族自治区宏观经济研究院、南宁市政府发展研究中心等的专家组成员结合南宁实际，就《规划》提出了意见和建议，专家评审组一致同意通过评审。规划编制组表示，将根据专家及与会代表的意见建议，对《规划》进行修改完善，按程序报送，经南宁市人民政府同意后印发实施。
"
						感党恩 跟党走·党史知识大家答 	
					",自治区党委党史学习教育领导小组办公室主办,　　1281. 2013年9月7日、10月3日，习近平总书记分别在哈萨克斯坦纳扎尔巴耶夫大学、印度尼西亚国会发表演讲，先后提出共同建设“（ ）”与“21世纪海上丝绸之路”，即“一带一路”倡议。　　A.欧亚大陆经济带 B.丝绸之路经济带 C.茶马古道经济带　　1282. 2015年10月，党的十八届五中全会审议通过“十三五”规划建议，明确提出了以人民为中心的发展思想，提出了（ ）的发展理念。　　A.创新、协调、绿色、开放、共享 B.开放、包容、绿色、和谐、进步　　C.创新、和谐、绿色、进步、共享　　1283. 2013年10月，习近平总书记在访问印度尼西亚期间提出筹建（ ），2016年1月该银行开业，成为首个由中国倡议设立的多边金融机构。　　A.东盟合作开发银行 B.亚洲基础设施投资银行　　C.东南亚金融发展银行　　1284. 2016年3月24日，中央政治局常委会会议听取关于北京城市副中心和疏解北京非首都功能集中承载地有关情况的汇报，确定疏解北京非首都功能集中承载地新区规划选址并同意定名为“（ ）”。　　A.雄安新区 B.海淀新区 C.浦东新区　　1285. 2019年6月，习近平总书记对（ ）同志先进事迹作出重要指示，他强调，广大党员干部和青年同志要以她为榜样，不忘初心、牢记使命，勇于担当、甘于奉献，在新时代的长征路上做出新的更大贡献。　　A.杨科璋 B.黄大年 C.黄文秀　　第256期答案：1276.A 1277.B 1278.A 1279.A 1280.A　　第257 期　　（标准答案请关注第258期）
"
						监督赋能推动营商环境持续优化 	
					", ,　　成立登记一所民办高中需要经过名称核准、筹设、设立等复杂的过程，原以为要跑很多次，没想到这么快就顺利办成了。”近日，在宾阳县行政审批局办事大厅，宾阳县桂鼎高级中学的工作人员对在现场走访的纪检监察干部如是说。这是宾阳县纪委监委推动职能部门简化办事流程、提升服务意识，以监督优化营商环境的成效体现。　　今年以来，宾阳县纪委监委立足职责定位，把持续优化营商环境与“我为群众办实事”实践活动紧密结合，聚焦群众反映强烈的突出问题，破解企业发展遇到的痛点难点和堵点，发挥好监督第一职责，为优化营商环境，推动构建亲清新型政商关系提供坚强保障。　　坚持日常监督与专项监督相结合，提升监督质效。该县纪委监委紧盯涉企部门窗口服务项目、办事流程、服务态度、服务质量、工作作风等事项，组建2个督查组，采取明察暗访、体验式监督等方式开展常态化监督检查。同时，聚焦各职能部门深化“放管服”改革、减税降费、行政审批、落实助企惠企政策等事项，开展专项监督，让企业真正享受政策红利，最大限度为企业纾困解难。　　印发《宾阳县机关单位工作人员与企业交往“负面清单”（试行）》，明确9种“不可为”事项，划出政商交往的边界，引导党员干部在政商交往中讲规矩、守底线、强作为。今年以来，针对破坏营商环境的突出问题，该县纪委监委立案查处4人，党纪政务处分3人。　　选取政府投资项目、医疗卫生、国企领域中政商管理亲而不清、甘于被“围猎”典型案例，拍摄警示教育片，开展专题警示教育60余场次，推动主管部门查缺补漏，建立完善制度机制12个，做好纪律审查“后半篇文章”。　　坚持行贿受贿一起查，运用多种措施强化对行贿人的处理，督促公安、法院等部门将行贿人列入失信行为“黑名单”，限制其从事招投标活动等，铲除滋生腐败和作风问题的土壤。
"
						党建引领提升基层医疗卫生服务 	
					", ,　　兴宁区卫生健康局坚持“党建引领，促业务发展”的工作思路，以为群众办实事的实效体现党史学习教育的成效，立足岗位为群众办实事、办好事，用心用情用力解决群众“急难愁盼”问题。　　组建专业疫苗接种队伍，提供上门接种服务。兴宁区各卫生院、新冠病毒疫苗接种点纷纷设立“党员先锋岗”，组建一支专业的疫苗接种队伍，开展新冠病毒疫苗接种“马拉松”，启用新冠病毒疫苗接种流动专车进乡村、进商场、进校园等，为群众提供上门接种服务，并为65岁以上老年人接种疫苗开通“绿色通道”，安排免费体检，从排队、信息登记、签核到接种开展“绿色服务”。　　转变医疗服务模式，满足群众需求。加强乡村医生队伍建设，积极开展家庭医生签约服务、大病救治服务、健康义诊进乡村（社区）等工作，为群众提供长期基本医疗服务、基本公共卫生服务。目前，辖区建档立卡脱贫户30种大病共救治360人，救治率达100%，家庭医生入户随访600余次，健康义诊100余次，发放宣传资料1000余份，为新冠病毒疫苗接种提供咨询、预约、引导、指导服务2000余次。由“坐等服务”转变为“主动服务”，接受电话咨询、主动上门为群众服务，用实际行动践行家庭医生“健康守门人”的责任担当。　　建成婴幼儿照护服务中心，满足群众照护婴幼儿需求。积极开展托育政策进社区宣传活动；举办兴宁区托幼机构保健人员岗位培训班，规范辖区托幼机构卫生保健管理；建立广西首家由乡镇卫生院承办的示范性普惠托育服务试点机构——启萌婴幼儿托育园。　　（张建伟）
"
						建设“口袋公园” 共享美丽家园 	
					", ,　　11月10日，良庆区金象四区一块闲置空地上，工程机械正紧张施工，平整土地、外运余土，为一项惠民工程的建设做好前期准备。“下个月，这里将建成一座‘口袋公园’，满足周边居民对社区活动场地的需求。”工地旁，良庆区住房和城乡建设局副局长韦金盛边用手比划边说道。　　在居民区打造微景观的“口袋公园”，是良庆区开展“我为群众办实事”实践活动的一项重要举措。今年以来，该城区创新思路和办法，以提升群众满意度和幸福感为切入点，利用已征用闲置土地建设“口袋公园”，解决老百姓对社区活动场地需求的问题。　　金象四区存在大量自建楼房，居住着大量流动人口，但是社区活动场所不足。为优化人居环境、增进民生福祉，同时提升城市园林景观质量，增加公园绿地供给，良庆区利用闲置荒地着力打造“口袋公园”。　　“这个公园作为周边居民集散活动场地，设置有社区中心景观区、健身休闲区、儿童游乐区、棋牌休闲区、沿街景观区，通过合理布局创造宜人的园林环境，为周边居民提供良好的休闲、娱乐、运动空间。”韦金盛说。　　目前，良庆区负责管养的“口袋公园”共6个，其中3个位于五象新区，分别是歌海公园、山歌台、桂园；3个位于旧城区，分别是南花园、北花园和玉洞高速公共绿地。金象四区的项目建成后，该城区“口袋公园”数目将增至7个。
"
						美丽南宁 共建共享 	
					",——南宁路桥公司科学运营管理打造靓丽“风景线”,　　“珍惜文明城市荣誉，美丽南宁共建共享”“创建国家卫生城市，营造绿色健康环境”……今年以来，在南宁主要干道两旁的广告牌或POP旗上，这样的宣传语十分醒目，在潜移默化中引导市民规范言行举止、传递文明新风的同时，也为这座安宁的城市增添了一道靓丽风景线。这背后，是南宁城市路桥投资管理有限责任公司（以下简称南宁路桥公司）从覆盖率、认知度、喜好度、美誉度入手，科学运营管理全市户外广告的成果。　 　　“广告经营业务是一个不断尝试和积累的过程，积累资源，经历挫折，再积累经验。”回首一路历程，南宁路桥公司经营部经理王勉如是说。　　南宁路桥公司运营管理户外广告始于2011年。当时，公司正处于主业蓬勃发展的黄金期，经营状况良好、业绩喜人，但公司领导班子从中清醒看到了潜在的“危机”：公司业务单一、市场化弱，持续发展动力不足。居安思危，公司积极探索新的业务领域，增强自身参与市场化竞争的能力。在主管单位南宁城投集团的指导和支持下，公司开始涉足市场经营领域，户外广告经营正是其中之一。　　2012年起，南宁路桥公司发挥运营管理南宁至吴圩机场高速公路的优势，在高速公路收费站设置广告点位，通过招商方式，吸引广告商投资经营，收获了户外广告经营的“第一桶金”。此后，公司陆续获得了全市路名牌、慢行导向标识牌等市政设施的管理权。在进行基础设施建设期间，公司结合户外广告经营，完善广告经营的规章制度，针对不同广告资源采取不同的经营模式，逐渐探索出“以广告收益支撑设施建设”的新路子，也总结出了一套成熟的经营广告资源的方式方法，广告经营收益日渐增长，支撑了市政设施的建设，降低了市政设施运营维护的成本。　　在市委、市政府及南宁城投集团的大力支持下，经过多年的悉心经营和市场开拓，目前，南宁路桥公司接收运营管理的广告牌分布在南宁市各大城区，虽受各方面因素的叠加影响，广告经营压力剧增，但公司依旧负重奋进，攻坚克难，力争广告经营收入逐年增长。　　　作为国有企业，南宁路桥公司一直把承担社会责任视为企业发展的目标——户外广告经营依托于市政资源，其收益自然要还之于民、用之于民。　　今年，面对庆祝中国共产党成立100周年，做好争创全国文明典范城市、迎接国家卫生城市复审相关工作，以及举办中国—东盟博览会和中国—东盟商务与投资峰会等重大政治任务，根据市委、市政府的统一安排，南宁路桥公司承担了全市各主要干道的社会氛围营造工作，用好运营管理的户外广告开展重大节日的公益宣传。由于各项社会氛围营造工作之间要无缝衔接，公益广告设置数量多、范围广、质量要求高，南宁路桥公司的广告管理工作面临着前所未有的挑战。　　南宁路桥公司全力以赴，迎难而上，提高政治站位，高度重视每一次社会氛围营造工作，主动对接市委、市政府有关部门，明确每一次社会氛围营造的宣传语、广告画面、宣传时间等具体要求，为精准设置公益广告打好基础。同时，与广告合作单位协调配合，在友好磋商的前提下，获得合作单位对社会氛围营造工作的支持，组织各合作单位设置公益广告并定期维护。此外，加强对公益广告的巡查，成立广告巡逻小组，定期检查所辖户外广告设置公益广告的情况，及时发现和整改问题。　　今年以来，南宁路桥公司在落实各项社会氛围营造工作期间，在各主要干道上设置公益广告POP旗超7500杆、灯箱式路名牌公益宣传画面1300多幅、公益广告其他各类载体画面超13000平方米，用鲜艳的色彩装扮美丽整洁的城市大道，用朗朗上口的宣传语诠释着文明内涵。　　　户外广告的设置和管理体现着一个城市的管理水平。2020年，在南宁城投集团的指导下，南宁路桥公司承担起全市城建区市级管养市政公共资源的户外广告接收及运营管理工作，必须提升户外广告设施的精细化管理水平。　　户外广告接收过程中遇到了不少问题。一方面，由于需接收的户外广告涉及多个企业或单位，要解决的问题五花八门，南宁路桥公司往往要反复协调、多方奔走才能有所收获。谈及户外广告接收的情况，王勉表示，希望企业或单位多支持户外广告移交工作，共同营造更有序、更美丽的城市环境。　　另一方面，随着网络广告加速发展，户外广告运营受到的冲击越来越大，如何调整经营思路和经营管理模式，更好地实现广告价值，考验着南宁路桥公司参与市场竞争的能力。南宁路桥公司有关负责人表示，面对市场风向变化，公司将立足市场、整合资源、深入调研、主动出击，推进广告经营业务不断前行，实现自身转型发展。 （甘璐）
"
						为推进“南宁渠道”全面提质咨政建言 	
					", ,　  11月1日至10日，中共南宁市委党校中青二班“推进南宁渠道全面提质”调研组学员采取多种方式，以“科学谋篇平陆运河经济带建设，下好‘南宁渠道’发展先手棋”为主题开展了一系列调研活动。　　据了解，《西部陆海新通道（平陆）运河航道规划环境影响评价第一次公示》近日公布，这条始于横州市平塘江口、直通钦州港海域的运河是一条通江达海的水运大通道，是我国西部陆海新通道的重要组成部分。运河开通后将整体提升我市内河航道等级、带动船舶大型化，还可依托直达出海口的便利条件，吸引沿河产业集聚，打造运河经济带，起到强化南宁渠道影响力、优化我市产业布局等作用。　　调研组与自治区交通厅、广西社科院，南宁市发展改革委、交通运输局、商务局、外事办、政府发研中心等区市单位部门举行座谈，赴横州市、宾阳县等地，重点对六景工业园区、黎塘工业园区的产业发展现状及园区企业生产情况等进行现场了解，并对平陆运河项目推进情况、我市相关产业布局、结合RCEP（区域全面经济伙伴关系协定）落地实施契机构建江海联动的对外开放格局、在强首府战略中发挥平陆运河经济带作用等问题开展调查研究。学员们通过现场看、当面问、会议谈、问卷查等形式广泛收集有关资料，及时举行阶段总结会议，全面掌握问题现状，深入研究对策建议。通过此次调研，学员们增长了见识，增强了全面落实强首府战略的信心和决心。　　据悉，调研结束后，调研组将围绕主题撰写相关调研报告和咨政建议，市委党校将举行调研成果评审会，对调研报告的观点是否鲜明、内容是否详实、见解是否深入有针对性，是否具有实际操作性等方面进行评审，更好地将调研成果转化为解决问题的具体方案和行动，为助力提升“南宁渠道”影响力，推动我市平陆运河经济带建设作出贡献。 （周思伶）
"
						应对“双十一” 生产马力足 	
					", ,　　面对火爆的“双十一”，南宁市多家电商企业积极备货、对接物流，乘着“互联网+电商”东风迎来旺销良机。在国内部分电商销售平台上，“轩妈”“春江”等品牌产品销量大幅增加，位居食品类销售榜前列。 （施商务 摄）
"
						法检税签署广西首个税收征管协作机制 	
					", ,　　11月10日，武鸣区人民法院与武鸣区人民检察院、国家税务总局南宁市武鸣区税务局共同签署了《关于民事诉讼案件利息、股息、红利所得税收征管协作机制》（以下简称“协作机制”），成为广西首个签署的税收征管协作机制，意味着该城区将实现涉税司法案件征税及时化、常态化、制度化，保障国家税收及时足额入库。　　近年来，武鸣区民事诉讼案件量呈增长态势，当中作为执行标的的利息、股息、红利等所占比重大、金额高，部分当事人通过法院强制执行、自动履行获取收益所得后，未主动向税务机关进行纳税申报，造成国家税收流失。为保障国家税收及时足额入库，该城区法院、检察院、税务局三方联动，充分发挥各自职能优势，共同建立应对的税收征管协作机制。　　协作机制结合法院、检察院、税务局三方的职能定位，明确了各自在协作中应当发挥的作用，将民事诉讼案件中的利息、股息、红利列为应当申报缴纳的征税范围，确保控管得当、应收尽收。三方同时建立起联席会议制度、联络员制度，明确涉税信息交互对接工作，以实现涉税司法案件征税及时化、常态化、制度化。为确保协作持续性开展，提升人民群众依法纳税意识，三方还就相关法律普及、法律解释及法律咨询等工作发表意见。　　目前，武鸣区人民法院已向国家税务总局南宁市武鸣区税务局移送协作机制框架内的执行案件200余件，税款征收工作持续进行。下一步，该城区法检税三家将在三方协作机制的基础上，加强交流配合、完善机制举措，高质量推进国家税收征管工作。
"
						多方合作建桥梁护栏 齐心协力发展乡村游 	
					", ,　　 11月10日，经驻村工作队员牵线、上林县融媒体中心资助建设的上林县塘红乡石门村“石南海”桥梁护栏项目安装完毕。对该村5000多名村民来说，这是件一举两得的实事、好事。村民们说：“太好了，安装护栏后，孩子们再贪玩、再乱跑也不怕摔着或者掉水里了，游客来玩也放心多了！”　　石门村是壮族龙母文化发源地之一，又有“石门会师”等红色资源。为拓展本村旅游产业，石门村青年自筹资金2万多元，在村前的“石南海”水域周围安装上了30多盏灯，方便村民、游客夜晚休闲、游览。　　但多年来“石南海”上的桥梁桥面未设栏杆，一直存在安全隐患。新挂点帮扶石门村的上林县融媒体中心有关工作队实地勘查后筹集4500元，作为安装护栏的费用。没想到钢材涨价，资金不够，经石门村委做思想动员工作，承接建桥的负责人蓝常武表示，就算不赚钱，也要保质保量装好桥面栏杆。在各方通力合作下，护栏安装上了。　　近年来，上林县以创建“国家全域旅游示范区”为契机，推动景区由“单一型、孤岛式”发展向“联动型、辐射型”发展转变，激发了群众“吃上旅游饭走上致富路”的内生动力。今年中秋节、国庆节前，大丰镇拥军村下达、覃排等4个自然庄600多名群众自筹14.5万多元在拥军村塘栖庄至樊家庄路段长5.7公里、宽3米的山道上开拓出30多处会车点，为做大做强该村“一张床”民宿业夯实基础。　　（蓝洲）
"
						着力构建有形有力有效“大监督”格局 	
					",全力维护首府南宁“风清气正”政治生态,　　　　习近平总书记在十九届中央纪委五次全会上指出，要坚定不移推进反腐败斗争，不断实现不敢腐、不能腐、不想腐一体推进战略目标。要将正风肃纪反腐与深化改革、完善制度、促进治理贯通起来，并强调要完善党和国家监督体系，要把监督贯穿于党领导经济社会发展全过程。习近平总书记的重要讲话对完善党和国家监督体系和推进全面从严治党向纵深发展提供了重要遵循，也为构建“大监督”格局，持续提升监督治理效能，全力维护南宁首府风清气正的政治生态提供了行动指南。　　　党的十九大对健全党和国家监督体系做出战略部署，提出构建党统一指挥、全面覆盖、权威高效的监督体系的目标任务。这就必须坚持党的全面领导，压紧压实党组织管党治党政治责任，不断完善党的领导监督机制和党内监督体系。南宁市确保各级党委（党组）落实好全面从严治党主体责任，探索各级党委（党组）间的相互监督机制，不断探索和发挥党委(党组)、党的工作部门职能监督、党的基层组织日常监督、党员民主监督等多元相互监督机制，确保各项纪法监督工作不折不扣落实做好。同时，不断完善“1+N”监督体系，强化纪委监委专责监督作用和发挥其促进各类监督贯通融合的“穿针引线”作用，有效促进和推动纪检监察部门、组织部门、政法部门、审判机关、检察机关、公安机关等部门和各类监督力量有机贯通融合，推动统计监督和纪律监督、组织监督、巡视监督、审计监督等统筹衔接，不断推动纪法有效衔接，推进全面从严治党向纵深发展。 　　习近平总书记在十九届中央纪委五次全会上指出，要将防腐措施与改革举措同谋划、同部署、同落实，推进重点领域监督机制改革，有针对性地补齐制度短板。深化党和国家监督制度改革必须构建大监督格局，推动党和国家监督体系更好融入国家治理和转化为治理效能。在完善全面从严治党制度的基础上，坚持“先立后破、不立不破”原则，将正风肃纪反腐与深化改革、完善制度、促进治理相结合，倒逼体制机制改革和政策创新，才能不断完善党内法规和国家法律，持续深化纪检监察体制改革。南宁市应紧扣提升治理效能，抓实抓细监督制度改革，加快推进监督规范化、法治化建设，推动监督执纪和监督执法制度衔接贯通，重点打通和解决案件调查、移送、起诉、审判等方面监督衔接问题，不断完善和整合监督执纪问责和监督调查处置法规制度、审查调查转换衔接办法、监察调查与刑事司法衔接机制，大力推动监督执纪工作规范和制度与刑事诉讼法、刑法等国家法律有效衔接，将纪法贯通的制度优势转化为大监督治理效能，有效推进党内监督和国家监察全覆盖，不断提高反腐成效和推进全面从严治党向纵深发展。 　　习近平总书记在十九届中央纪委五次全会上强调，要健全党和国家监督体系，以党内监督为主导，不断完善权力监督制度和执纪执法体系，各种监督协调贯通，形成常态长效的监督合力。这就必须促进党内监督同其他监督贯通协同，组织协调和发挥各执纪执法机关和有关单位的职能监督优势，不断完善纵横贯通融合、一体化运行的执纪执法大监督联动协同机制，推动各类监督主体贯通协同和常态长效，才能进一步提升监督协同性、有效性。南宁市可统筹用好党纪国法“两把尺子”，理顺纪法贯通和纪法协同联动衔接关系，重点理顺纪委监委、公安、检察、审判、司法行政等机关和部门的监督职能和职责关系，细化监督执纪和监督执法部门的责任清单，围绕提高纪法监督协同联动效能目标，全面梳理监督执纪和监督执法业务流程，并对监督协作联动流程和程序进行再造和优化，完善监督执纪和监督执法的协作配合办法，不断推动大监督精细化。同时，大力探索大监督新型协作联动配合机制，推动纪委监委、政法委与公检法、财会、审计、统计等部门有机衔接协作配合，进一步联合细化完善大监督有机协作、联动配合的业务流程和工作机制，建立会商协作、联合监督、信息沟通、线索移送、审查调查、措施配合、成果共享等工作机制，形成一体谋划、一体部署、一体推进、一体落实的统筹联动、整体推进的大监督工作格局，做到监督同频共振、同向发力，不断持续形成监督合力和放大监督的叠加效应，提高大监督的治理效能，提高反腐败成效。 　　当前，我们已经迎来大数据时代。习近平总书记强调：“要运用大数据提升国家治理现代化水平。”构建大监督格局必须与时俱进，强化大数据运用，以数字赋能智慧监督推动监督治理转变，不仅要扩大“有形监督”的覆盖面，还要提高“无形监督”的实效性，提高监督信息化和智能化水平，不断提升大监督的治理效能。南宁市应顺应数字治理的新形势，积极探索和运用大数据、云计算、区块链、人工智能等前沿数字技术，推动监督方式变革和创新，从数字化到智能化再到智慧化，不断推动“人工监督”向“数据监督”转变。一是打造大监督数字智慧化智能平台，探索和搭建集审查调查、跟踪督促、办案流程规范管理、案情综合分析研判、案件进度监测和执纪执法文书备案等功能为一体的互联互通大数据办案系统。二是积极探索大数据监督工作的方式方法，加快推进监督由事后查处向全流程数字赋能监督转变。一方面与纪法职能部门的业务数据库建立系统连接，另一方面把大数据监督嵌入其他党政机关、企事业单位的治理体系中，整合和盘活专责职能部门和其他党政部门、企事业单位的监督数据信息，从中调取六类监察对象，以及相关工程管理、行政审批、综合执法、公共资源交易、财政扶持资金等相关信息，深化对资金、项目、物资、决策、权力的主动监督、精准监督、高效监督，真正做到治标与治本、预防与惩治有机结合，构建符合新时代要求的大监督新格局，推进全面从严治党向纵深发展。　　（执笔人：方董平）
